year,debate,textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
2008,C,49,MCCAIN,I cannot…,0.01859777,0.6765534,0.28050908,0.45441046,0.13423505,0.646793,0.05456208,0.63030756
2008,C,50,OBAMA,"We can have serious differences about our health care policy, for example, John, because we do have a difference on health care policy, but we…",0.009675868,0.8400831,0.58557475,0.43300533,0.27750945,0.43171954,0.17137475,0.8745082
2008,C,51,MCCAIN,We do and I hope…,0.012126249,0.8659112,0.72826254,0.30439144,0.07980745,0.63075286,0.071766086,0.8614891
2008,C,52,OBAMA,… talking about it this evening.,0.017089844,0.70830035,0.38062236,0.27846095,0.091812566,0.66578776,0.045988884,0.75274974
2008,C,53,MCCAIN,Sure.,0.008796243,0.645146,0.41841447,0.51187223,0.19985782,0.49432543,0.08250451,0.71336824
2008,C,54,OBAMA,"But when people suggest that I pal around with terrorists, then we’re not talking about issues. What we’re talking about…",0.11223003,0.5717977,0.24661607,0.4269254,0.07336327,0.31247786,0.06759904,0.5071406
2008,C,55,MCCAIN,"Well, let me just say I would…",0.016838523,0.74714607,0.3651927,0.50412613,0.07336327,0.6334105,0.037783217,0.7550501
2008,C,56,MCCAIN,"Let me just say categorically I’m proud of the people that come to our rallies. Whenever you get a large rally of 10,000, 15,000, 20,000 people, you’re going to have some fringe peoples. You know that. And I’ve — and we’ve always said that that’s not appropriate. But to somehow say that group of young women who said “Military wives for McCain” are somehow saying anything derogatory about you, but anything — and those veterans that wear those hats that say “World War II, Vietnam, Korea, Iraq,” I’m not going to stand for people saying that the people that come to my rallies are anything but the most dedicated, patriotic men and women that are in this nation and they’re great citizens. And I’m not going to stand for somebody saying that because someone yelled something at a rally — there’s a lot of things that have been yelled at your rallies, Senator Obama, that I’m not happy about either. In fact, some T-shirts that are very…",0.1991664,0.9079732,0.8035357,0.42389053,0.7670656,0.67953056,0.65102786,0.86506855
2008,C,57,OBAMA,"John, I…",0.011497946,0.64861864,0.3499417,0.51187223,0.14423282,0.6320804,0.058490995,0.75735354
2008,C,58,MCCAIN,"… unacceptable. So the point is — the point is that I have repudiated every time someone’s been out of line, whether they’ve been part of my campaign or not, and I will continue to do that. But the fact is that we need to absolutely not stand for the kind of things that have been going on. I haven’t.",0.049831573,0.88624877,0.807365,0.44215542,0.30235288,0.6521894,0.3768476,0.6974527
2008,C,59,OBAMA,"Well, look, Bob, as I said…",0.013634177,0.5314953,0.37545913,0.38366714,0.08641282,0.5993944,0.032514658,0.7078785
2008,C,60,OBAMA,"You know, here’s what I would say. I mean, we can have a debate back and forth about the merits of each other’s campaigns. I suspect we won’t agree here tonight. What I think is most important is that we recognize that to solve the key problems that we’re facing, if we’re going to solve two wars, the worst financial crisis since the Great Depression, if we can — if we’re going to focus on lifting wages that have declined over the last eight years and create jobs here in America, then Democrats, independents and Republicans, we’re going to have to be able to work together.",0.051068526,0.91606575,0.80793256,0.66378844,0.57667965,0.37855807,0.6224415,0.87827843
2008,C,61,OBAMA,"And what is important is making sure that we disagree without being disagreeable. And it means that we can have tough, vigorous debates around issues. What we can’t do, I think, is try to characterize each other as bad people. And that has been a culture in Washington that has been taking place for too long. And I think…",0.051810697,0.90574634,0.76910394,0.53220236,0.4369339,0.5851047,0.4727889,0.86227566
2008,C,62,MCCAIN,"Well, Bob, you asked me a direct question.",0.008482091,0.5407564,0.18324682,0.62080294,0.12764418,0.562761,0.055537287,0.69905347
2008,C,63,MCCAIN,"Yes, real quick. Mr. Ayers, I don’t care about an old washed-up terrorist. But as Senator Clinton said in her debates with you, we need to know the full extent of that relationship. We need to know the full extent of Senator Obama’s relationship with ACORN, who is now on the verge of maybe perpetrating one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy. The same front outfit organization that your campaign gave $832,000 for “lighting and site selection.” So all of these things need to be examined, of course.",0.2854971,0.72854507,0.59636974,0.7962205,0.6447735,0.18884712,0.42224914,0.48279697
2008,C,64,OBAMA,"Bob, I think it’s going to be important to just — I’ll respond to these two particular allegations that Senator McCain has made and that have gotten a lot of attention. In fact, Mr. Ayers has become the centerpiece of Senator McCain’s campaign over the last two or three weeks. This has been their primary focus. So let’s get the record straight. Bill Ayers is a professor of education in Chicago. Forty years ago, when I was 8 years old, he engaged in despicable acts with a radical domestic group. I have roundly condemned those acts. Ten years ago he served and I served on a school reform board that was funded by one of Ronald Reagan’s former ambassadors and close friends, Mr. Annenberg. Other members on that board were the presidents of the University of Illinois, the president of Northwestern University, who happens to be a Republican, the president of The Chicago Tribune, a Republican- leaning newspaper. Mr. Ayers is not involved in my campaign. He has never been involved in this campaign. And he will not advise me in the White House. So that’s Mr. Ayers. Now, with respect to ACORN, ACORN is a community organization. Apparently what they’ve done is they were paying people to go out and register folks, and apparently some of the people who were out there didn’t really register people, they just filled out a bunch of names. It had nothing to do with us. We were not involved. The only involvement I’ve had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs. Now, the reason I think that it’s important to just get these facts out is because the allegation that Senator McCain has continually made is that somehow my associations are troubling. Let me tell you who I associate with. On economic policy, I associate with Warren Buffett and former Fed Chairman Paul Volcker. If I’m interested in figuring out my foreign policy, I associate myself with my running mate, Joe Biden or with Dick Lugar, the Republican ranking member on the Senate Foreign Relations Committee, or General Jim Jones, the former supreme allied commander of NATO. Those are the people, Democrats and Republicans, who have shaped my ideas and who will be surrounding me in the White House. And I think the fact that this has become such an important part of your campaign, Senator McCain, says more about your campaign than it says about me.",0.1883923,0.85011613,0.66862285,0.64782274,0.8629951,0.8138512,0.8516601,0.821667
2008,C,65,MCCAIN,"Well, again, while you were on the board of the Woods Foundation, you and Mr. Ayers, together, you sent $230,000 to ACORN. So — and you launched your political campaign in Mr. Ayers’ living room.",0.022256956,0.16764005,0.43065208,0.7255444,0.40649053,0.15809801,0.29386204,0.5370989
2008,C,66,OBAMA,That’s absolutely not true.,0.015896067,0.3823731,0.31996915,0.5296796,0.062164437,0.16817981,0.034252916,0.6595649
2008,C,67,MCCAIN,And the facts are facts and records are records.,0.008419261,0.13963868,0.09135507,0.11123639,0.067078255,0.08501253,0.07494016,0.6101279
2008,C,68,OBAMA,And that’s not the facts.,0.008670582,0.23565333,0.23711215,0.31414655,0.06957339,0.097865105,0.02004027,0.5049093
2008,C,69,MCCAIN,"And it’s not the fact — it’s not the fact that Senator Obama chooses to associate with a guy who in 2001 said that he wished he had have bombed more, and he had a long association with him. It’s the fact that all the — all of the details need to be known about Senator Obama’s relationship with them and with ACORN and the American people will make a judgment. And my campaign is about getting this economy back on track, about creating jobs, about a brighter future for America. And that’s what my campaign is about and I’m not going to raise taxes the way Senator Obama wants to raise taxes in a tough economy. And that’s really what this campaign is going to be about.",0.10783285,0.8805775,0.81559914,0.5601192,0.7866636,0.6320804,0.68159515,0.8060347
2008,C,70,OBAMA,"Well, Joe Biden, I think, is one of the finest public servants that has served in this country. It’s not just that he has some of the best foreign policy credentials of anybody. And Democrats and Republicans alike, I think, acknowledge his expertise there. But it’s also that his entire life he has never forgotten where he came from, coming from Scranton, fighting on behalf of working families, remembering what it’s like to see his father lose his job and go through a downward spiral economically. And, as a consequence, his consistent pattern throughout his career is to fight for the little guy. That’s what he’s done when it comes to economic policies that will help working families get a leg up. That’s what he’s done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women’s Act. Joe has always made sure that he is fighting on behalf of working families, and I think he shares my core values and my sense of where the country needs to go. Because after eight years of failed policies, he and I both agree that what we’re going to have to do is to reprioritize, make sure that we’re investing in the American people, give tax cuts not to the wealthiest corporations, but give them to small businesses and give them to individuals who are struggling right now, make sure that we finally get serious about energy independence, something that has been languishing in Washington for 30 years, and make sure that our kids get a great education and can afford to go to college. So, on the key issues that are of importance to American families, Joe Biden’s always been on the right side, and I think he will make an outstanding president if, heaven forbid, something happened to me.",0.1013248,0.94035375,0.846763,0.50412613,0.80847913,0.77259195,0.82525903,0.94054294
2008,C,71,MCCAIN,"Well, Americans have gotten to know Sarah Palin. They know that she’s a role model to women and other — and reformers all over America. She’s a reformer. She is — she took on a governor who was a member of her own party when she ran for governor. When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, “This can’t go on.” She’s given money back to the taxpayers. She’s cut the size of government. She negotiated with the oil companies and faced them down, a $40 billion pipeline of natural gas that’s going to relieve the energy needs of the United — of what they call the lower 48. She’s a reformer through and through. And it’s time we had that bresh of freth air — breath of fresh air coming into our nation’s capital and sweep out the old-boy network and the cronyism that’s been so much a part of it that I’ve fought against for all these years. She’ll be my partner. She understands reform. And, by the way, she also understands special-needs families. She understands that autism is on the rise, that we’ve got to find out what’s causing it, and we’ve got to reach out to these families, and help them, and give them the help they need as they raise these very special needs children. She understands that better than almost any American that I know. I’m proud of her. And she has ignited our party and people all over America that have never been involved in the political process. And I can’t tell how proud I am of her and her family. Her husband’s a pretty tough guy, by the way, too.",0.1269396,0.90677834,0.83549434,0.4912762,0.84097904,0.7790821,0.7906666,0.90101206
2008,C,72,OBAMA,"You know, I think it’s — that’s going to be up to the American people. I think that, obviously, she’s a capable politician who has, I think, excited the — a base in the Republican Party. And I think it’s very commendable the work she’s done on behalf of special needs. I agree with that, John. I do want to just point out that autism, for example, or other special needs will require some additional funding, if we’re going to get serious in terms of research. That is something that every family that advocates on behalf of disabled children talk about. And if we have an across-the-board spending freeze, we’re not going to be able to do it. That’s an example of, I think, the kind of use of the scalpel that we want to make sure that we’re funding some of those programs.",0.071337044,0.90529250000000006,0.8770091,0.57419246,0.82152116,0.4447776,0.7967292,0.9113765
2008,C,73,MCCAIN,"I think that Joe Biden is qualified in many respects. But I do point out that he’s been wrong on many foreign policy and national security issues, which is supposed to be his strength. He voted against the first Gulf War. He voted against it and, obviously, we had to take Saddam Hussein out of Kuwait or it would’ve threatened the Middle Eastern world supply. In Iraq, he had this cockamamie idea about dividing Iraq into three countries. We’re seeing Iraq united as Iraqis, tough, hard, but we’re seeing them. We’re now about to have an agreement for status of forces in Iraq coming up. There are several issues in which, frankly, Joe Biden and I openly and honestly disagreed on national security policy, and he’s been wrong on a number of the major ones. But again, I want to come back to, notice every time Senator Obama says, “We need to spend more, we need to spend more, that’s the answer” — why do we always have to spend more? Why can’t we have transparency, accountability, reform of these agencies of government? Maybe that’s why he’s asked for 860 — sought and proposed $860 billion worth of new spending and wants to raise people’s taxes in a time of incredible challenge and difficulty and heartache for the American families.",0.23090743,0.91693294,0.7315611,0.723244,0.86167395,0.646793,0.8123025,0.87295854
2008,C,74,MCCAIN,Climate change.,0.018095128,0.42076668,0.30014935,0.3272204,0.13423505,0.34038833,0.07707836,0.5819706
2008,C,75,MCCAIN,"I believe we can, for all intents and purposes, eliminate our dependence on Middle Eastern oil and Venezuelan oil. Canadian oil is fine. By the way, when Senator Obama said he would unilaterally renegotiate the North American Free Trade Agreement, the Canadians said, “Yes, and we’ll sell our oil to China.” You don’t tell countries you’re going to unilaterally renegotiate agreements with them. We can eliminate our dependence on foreign oil by building 45 new nuclear plants, power plants, right away. We can store and we can reprocess. Senator Obama will tell you, in the — as the extreme environmentalists do, it has to be safe. Look, we’ve sailed Navy ships around the world for 60 years with nuclear power plants on them. We can store and reprocess spent nuclear fuel, Senator Obama, no problem. So the point is with nuclear power, with wind, tide, solar, natural gas, with development of flex fuel, hybrid, clean coal technology, clean coal technology is key in the heartland of America that’s hurting rather badly. So I think we can easily, within seven, eight, ten years, if we put our minds to it, we can eliminate our dependence on the places in the world that harm our national security if we don’t achieve our independence.",0.04686289,0.8620399,0.60070753,0.46364117,0.8721589,0.3498539,0.9126629,0.8057404
2008,C,76,OBAMA,"I think that in ten years, we can reduce our dependence so that we no longer have to import oil from the Middle East or Venezuela. I think that’s about a realistic timeframe. And this is the most important issue that our future economy is going to face. Obviously, we’ve got an immediate crisis right now. But nothing is more important than us no longer borrowing $700 billion or more from China and sending it to Saudi Arabia. It’s mortgaging our children’s future. Now, from the start of this campaign, I’ve identified this as one of my top priorities and here is what I think we have to do. Number one, we do need to expand domestic production and that means, for example, telling the oil companies the 68 million acres that they currently have leased that they’re not drilling, use them or lose them. And I think that we should look at offshore drilling and implement it in a way that allows us to get some additional oil. But understand, we only have three to four percent of the world’s oil reserves and we use 25 percent of the world’s oil, which means that we can’t drill our way out of the problem. That’s why I’ve focused on putting resources into solar, wind, biodiesel, geothermal. These have been priorities of mine since I got to the Senate, and it is absolutely critical that we develop a high fuel efficient car that’s built not in Japan and not in South Korea, but built here in the United States of America. We invented the auto industry and the fact that we have fallen so far behind is something that we have to work on.",0.06500591,0.6415057,0.7761276,0.3239431,0.8341429,0.6334105,0.898197,0.72013307
2008,C,77,OBAMA,"Now I just want to make one last point because Senator McCain mentioned NAFTA and the issue of trade and that actually bears on this issue. I believe in free trade. But I also believe that for far too long, certainly during the course of the Bush administration with the support of Senator McCain, the attitude has been that any trade agreement is a good trade agreement. And NAFTA doesn’t have — did not have enforceable labor agreements and environmental agreements. And what I said was we should include those and make them enforceable. In the same way that we should enforce rules against China manipulating its currency to make our exports more expensive and their exports to us cheaper. And when it comes to South Korea, we’ve got a trade agreement up right now, they are sending hundreds of thousands of South Korean cars into the United States. That’s all good. We can only get 4,000 to 5,000 into South Korea. That is not free trade. We’ve got to have a president who is going to be advocating on behalf of American businesses and American workers and I make no apology for that.",0.051068526,0.89472574,0.7365229,0.5877885,0.85153663,0.7278774,0.86078155,0.8722684
2008,C,78,MCCAIN,"Well, you know, I admire so much Senator Obama’s eloquence. And you really have to pay attention to words. He said, we will look at offshore drilling. Did you get that? Look at. We can offshore drill now. We’ve got to do it now. We will reduce the cost of a barrel of oil because we show the world that we have a supply of our own. It’s doable. The technology is there and we have to drill now. Now, on the subject of free trade agreements. I am a free trader. And I need — we need to have education and training programs for displaced workers that work, going to our community colleges. But let me give you another example of a free trade agreement that Senator Obama opposes. Right now, because of previous agreements, some made by President Clinton, the goods and products that we send to Colombia, which is our largest agricultural importer of our products, is — there’s a billion dollars that we — our businesses have paid so far in order to get our goods in there. Because of previous agreements, their goods and products come into our country for free. So Senator Obama, who has never traveled south of our border, opposes the Colombia Free Trade Agreement. The same country that’s helping us try to stop the flow of drugs into our country that’s killing young Americans. And also the country that just freed three Americans that will help us create jobs in America because they will be a market for our goods and products without having to pay — without us having to pay the billions of dollars — the billion dollars and more that we’ve already paid. Free trade with Colombia is something that’s a no-brainer. But maybe you ought to travel down there and visit them and maybe you could understand it a lot better.",0.08953904,0.8729736,0.8559746,0.6666147,0.86536616,0.6941061,0.84600186,0.8767391
2008,C,79,OBAMA,"Let me respond. Actually, I understand it pretty well. The history in Colombia right now is that labor leaders have been targeted for assassination on a fairly consistent basis and there have not been prosecutions. And what I have said, because the free trade — the trade agreement itself does have labor and environmental protections, but we have to stand for human rights and we have to make sure that violence isn’t being perpetrated against workers who are just trying to organize for their rights, which is why, for example, I supported the Peruvian Free Trade Agreement which was a well-structured agreement. But I think that the important point is we’ve got to have a president who understands the benefits of free trade but also is going to enforce unfair trade agreements and is going to stand up to other countries. And the last point I’ll make, because we started on energy. When I talked about the automakers, they are obviously getting hammered right now. They were already having a tough time because of high gas prices. And now with the financial crisis, car dealerships are closing and people can’t get car loans. That’s why I think it’s important for us to get loan guarantees to the automakers, but we do have to hold them responsible as well to start producing the highly fuel-efficient cars of the future. And Detroit had dragged its feet too long in terms of getting that done. It’s going to be one of my highest priorities because transportation accounts for about 30 percent of our total energy consumption. If we can get that right, then we can move in a direction not only of energy independence, but we can create 5 million new jobs all across America, including in the heartland where we can retool some of these plants to make these highly fuel-efficient cars and also to make wind turbines and solar panels, the kinds of clean energy approaches that should be the driver of our economy for the next century.",0.11479026,0.88600177,0.8454081,0.6319482,0.90414476,0.6414199,0.9253017,0.86419666
2008,C,80,MCCAIN,"Well, let me just said that that this is — he — Senator Obama doesn’t want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to — with Hugo Chavez, the guy who has been helping FARC, the terrorist organization. Free trade between ourselves and Colombia, I just recited to you the benefits of concluding that agreement, a billion dollars of American dollars that could have gone to creating jobs and businesses in the United States, opening up those markets. So I don’t — I don’t think there’s any doubt that Senator Obama wants to restrict trade and he wants to raise taxes. And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression. We’re not going to follow that path while I’m — when I’m president of the United States.",0.17805049,0.87885606,0.7990018,0.48531243,0.8244001,0.6698963,0.66854507,0.8151714
2008,C,81,OBAMA,"We’ve got to do both, and that’s exactly what my plan does. Look, as I travel around the country, this is the issue that will break your heart over and over again. Just yesterday, I was in Toledo shaking some hands in a line. Two women, both of them probably in their mid- to late-50s, had just been laid off of their plant. Neither of them have health insurance. And they were desperate for some way of getting coverage, because, understandably, they’re worried that, if they get sick, they could go bankrupt. So here’s what my plan does. If you have health insurance, then you don’t have to do anything. If you’ve got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan. The only thing we’re going to try to do is lower costs so that those cost savings are passed onto you. And we estimate we can cut the average family’s premium by about $2,500 per year. If you don’t have health insurance, then what we’re going to do is to provide you the option of buying into the same kind of federal pool that both Senator McCain and I enjoy as federal employees, which will give you high-quality care, choice of doctors, at lower costs, because so many people are part of this insured group. We’re going to make sure that insurance companies can’t discriminate on the basis of pre-existing conditions. We’ll negotiate with the drug companies for the cheapest available price on drugs. We are going to invest in information technology to eliminate bureaucracy and make the system more efficient. And we are going to make sure that we manage chronic illnesses, like diabetes and heart disease, that cost a huge amount, but could be prevented. We’ve got to put more money into preventive care. This will cost some money on the front end, but over the long term this is the only way that not only are we going to make families healthy, but it’s also how we’re going to save the federal budget, because we can’t afford these escalating costs.",0.057005897,0.8661537,0.8903161,0.4760018,0.8442426,0.71611637,0.8345497,0.8423395
2008,C,82,MCCAIN,"Well, it is a terribly painful situation for Americans. They’re seeing their premiums, their co-pays go up. Forty-seven million Americans are without health insurance in America today. And it really is the cost, the escalating costs of health care that are inflicting such pain on working families and people across this country. And I am convinced we need to do a lot of things. We need to put health care records online. The V.A. does that. That will — that will reduce costs. We need to have more community health centers. We need to have walk-in clinics. The rise of obesity amongst young Americans is one of the most alarming statistics that there is. We should have physical fitness programs and nutrition programs in schools. Every parent should know what’s going on there. We — we need to have — we need to have employers reward employees who join health clubs and practice wellness and fitness. But I want to give every American family a $5,000 refundable tax credit. Take it and get anywhere in America the health care that you wish. Now, my old buddy, Joe, Joe the plumber, is out there. Now, Joe, Senator Obama’s plan, if you’re a small business and you are able — and your — the guy that sells to you will not have his capital gains tax increase, which Senator Obama wants, if you’re out there, my friend, and you’ve got employees, and you’ve got kids, if you don’t get — adopt the health care plan that Senator Obama mandates, he’s going to fine you.",0.054037213,0.89051396,0.89575654,0.35029194,0.85981894,0.61494935,0.8619196,0.8187136
2008,C,83,MCCAIN,"Now, Senator Obama, I’d like — still like to know what that fine is going to be, and I don’t think that Joe right now wants to pay a fine when he is seeing such difficult times in America’s economy. Senator Obama wants to set up health care bureaucracies, take over the health care of America through — as he said, his object is a single payer system. If you like that, you’ll love Canada and England. So the point is…",0.021903414,0.8603526,0.8187958,0.75034845,0.6125806,0.1853292,0.53837365,0.8502089
2008,C,84,OBAMA,It is not and I just described it…,0.010429831,0.42560056,0.13845752,0.2688226,0.11220652,0.5080226,0.041384697,0.6257517
2008,C,85,MCCAIN,"No, you stated it.",0.010304171,0.4809408,0.09780297,0.32067287,0.140886,0.3217009,0.042296432,0.4871909
2008,C,86,OBAMA,I just…,0.019854378,0.79383975,0.41350082,0.6069435,0.12436983,0.7266118,0.048805583,0.7006543
2008,C,87,MCCAIN,Excuse me.,0.01646154,0.6520952,0.39066955,0.68552077,0.12436983,0.53325564,0.061485674,0.72088635
2008,C,88,OBAMA,"I just described what my plan is. And I’m happy to talk to you, Joe, too, if you’re out there. Here’s your fine — zero. You won’t pay a fine, because…",0.056263726,0.8410849,0.66862285,0.46056077,0.19985782,0.48657206,0.23080833,0.83729595
2008,C,89,MCCAIN,Zero?,0.003942602,0.4809408,0.2707453,0.6272983,0.17153801,0.4447776,0.060482763,0.65179896
2008,C,90,OBAMA,"Zero, because as I said in our last debate and I’ll repeat, John, I exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees, but are not doing it. I exempt small businesses from having to pay into a kitty. But large businesses that can afford it, we’ve got a choice. Either they provide health insurance to their employees or somebody has to. Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they’re going to the emergency room for uncompensated care, which everybody picks up in their premiums. The average family is paying an additional $900 a year in higher premiums because of the uninsured. So here’s what we do. We exempt small businesses. In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we’ll give you a 50 percent credit so that you will actually be able to afford it. If you don’t have health insurance or you want to buy into a group plan, you will be able to buy into the plan that I just described. Now, what we haven’t talked about is Senator McCain’s plan. He says he’s going to give you all a $5,000 tax credit. That sounds pretty good. And you can go out and buy your own insurance. Here’s the problem — that for about 20 million people, you may find yourselves no longer having employer-based health insurance. This is because younger people might be able to get health insurance for $5,000, young and healthy folks. Older folks, less healthy folks, what’s going to end up happening is that you’re going to be the only ones left in your employer-based system, your employers won’t be able to afford it. And once you’re out on your own with this $5,000 credit, Senator McCain, for the first time, is going to be taxing the health care benefits that you have from your employer. And this is your plan, John. For the first time in history, you will be taxing people’s health care benefits. By the way, the average policy costs about $12,000. So if you’ve got $5,000 and it’s going to cost you $12,000, that’s a loss for you. Last point about Senator McCain’s plan is that insurers right now, the main restrictions on what they do is primarily state law and, under Senator McCain’s plan, those rules would be stripped away and you would start seeing a lot more insurance companies cherry-picking and excluding people from coverage. That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care.",0.05725329,0.86059344,0.88197,0.6590835,0.88293505,0.4145413,0.87851095,0.76023656
2008,C,91,MCCAIN,"Hey, Joe, you’re rich, congratulations, because what Joe wanted to do was buy the business that he’s been working for 10-12 hours a day, seven days a week, and you said that you wanted to spread the wealth, but — in other words, take Joe’s money and then you decide what to do with it. Now, Joe, you’re rich, congratulations, and you will then fall into the category where you’ll have to pay a fine if you don’t provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you. That’s big government at its best. Now, 95 percent of the people in America will receive more money under my plan because they will receive not only their present benefits, which may be taxed, which will be taxed, but then you add $5,000 onto it, except for those people who have the gold-plated Cadillac insurance policies that have to do with cosmetic surgery and transplants and all of those kinds of things. And the good thing about this is they’ll be able to go across America. The average cost of a health care insurance plan in America today is $5,800. I’m going to give them $5,000 to take with them wherever they want to go, and this will give them affordability. This will give them availability. This will give them a chance to choose their own futures, not have Senator Obama and government decide that for them. This really gets down to the fundamental difference in our philosophies. If you notice that in all of this proposal, Senator — government wants — Senator Obama wants government to do the job. Senator Obama wants government to do the job. I want, Joe, you to do the job.",0.1460314,0.731637,0.8431158,0.49640843,0.8113803,0.39312562,0.68664736,0.8027987
2008,C,92,MCCAIN,"I want to leave money in your pocket. I want you to be able to choose the health care for you and your family. That’s what I’m all about. And we’ve got too much government and too much spending and the government is — the size of government has grown by 40 percent in the last eight years. We can’t afford that in the next eight years and Senator Obama, with the Democrats in charge of Congress, things have gotten worse. Have you noticed, they’ve been in charge the last two years.",0.040925518,0.8857548,0.83703625,0.43300533,0.57772255,0.6215046,0.47924083,0.8281727
2008,C,93,OBAMA,"Very briefly. You all just heard my plan. If you’ve got an employer-based health care plan, you keep it. Now, under Senator McCain’s plan there is a strong risk that people would lose their employer-based health care. That’s the choice you’ll have is having your employer no longer provide you health care. And don’t take my word for it. The U.S. Chamber of Commerce, which generally doesn’t support a lot of Democrats, said that this plan could lead to the unraveling of the employer-based health care system. All I want to do, if you’ve already got health care, is lower your costs. That includes you, Joe.",0.058737632,0.88008547,0.7716304,0.5853141,0.7514364,0.50213134,0.6443003,0.8284686
2008,C,94,MCCAIN,I would never and have never in all the years I’ve been there imposed a litmus test on any nominee to the court. That’s not appropriate to do.,0.023671126,0.8666391,0.26587954,0.107718125,0.140886,0.6334105,0.3382038,0.7712349
2008,C,95,MCCAIN,"I thought it was a bad decision. I think there were a lot of decisions that were bad. I think that decisions should rest in the hands of the states. I’m a federalist. And I believe strongly that we should have nominees to the United States Supreme Court based on their qualifications rather than any litmus test. Now, let me say that there was a time a few years ago when the United States Senate was about to blow up. Republicans wanted to have just a majority vote to confirm a judge and the Democrats were blocking in an unprecedented fashion. We got together seven Republicans, seven Democrats. You were offered a chance to join. You chose not to because you were afraid of the appointment of, quote, “conservative judges.” I voted for Justice Breyer and Justice Ginsburg. Not because I agreed with their ideology, but because I thought they were qualified and that elections have consequences when presidents are nominated. This is a very important issue we’re talking about. Senator Obama voted against Justice Breyer and Justice Roberts on the grounds that they didn’t meet his ideological standards. That’s not the way we should judge these nominees. Elections have consequences. They should be judged on their qualifications. And so that’s what I will do. I will find the best people in the world — in the United States of America who have a history of strict adherence to the Constitution. And not legislating from the bench.",0.085582085,0.93044704,0.6583285,0.7035168,0.85609144,0.73252857,0.8087333,0.871059
2008,C,96,MCCAIN,I would consider anyone in their qualifications. I do not believe that someone who has supported Roe v. Wade that would be part of those qualifications. But I certainly would not impose any litmus test.,0.026028076,0.74714607,0.12279678,0.51187223,0.30593422,0.5080226,0.46198103,0.71261835
2008,C,97,OBAMA,"Well, I think it’s true that we shouldn’t apply a strict litmus test and the most important thing in any judge is their capacity to provide fairness and justice to the American people. And it is true that this is going to be, I think, one of the most consequential decisions of the next president. It is very likely that one of us will be making at least one and probably more than one appointments and Roe versus Wade probably hangs in the balance. Now I would not provide a litmus test. But I am somebody who believes that Roe versus Wade was rightly decided. I think that abortion is a very difficult issue and it is a moral issue and one that I think good people on both sides can disagree on. But what ultimately I believe is that women in consultation with their families, their doctors, their religious advisers, are in the best position to make this decision. And I think that the Constitution has a right to privacy in it that shouldn’t be subject to state referendum, any more than our First Amendment rights are subject to state referendum, any more than many of the other rights that we have should be subject to popular vote.",0.044388983,0.86494166,0.73873246,0.30763942,0.80521244,0.29879752,0.80155075,0.8269892
2008,C,98,OBAMA,"So this is going to be an important issue. I will look for those judges who have an outstanding judicial record, who have the intellect, and who hopefully have a sense of what real-world folks are going through. I’ll just give you one quick example. Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination. For years, she had been getting paid less than a man had been paid for doing the exact same job. And when she brought a suit, saying equal pay for equal work, the judges said, well, you know, it’s taken you too long to bring this lawsuit, even though she didn’t know about it until fairly recently. We tried to overturn it in the Senate. I supported that effort to provide better guidance to the courts; John McCain opposed it. I think that it’s important for judges to understand that if a woman is out there trying to raise a family, trying to support her family, and is being treated unfairly, then the court has to stand up, if nobody else will. And that’s the kind of judge that I want.",0.08795626,0.8983533,0.878433,0.6069435,0.85981894,0.74956614,0.802752,0.8760535
