textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
93,CLINTON,"Well, I think you’ve just seen another example of bait-and- switch here. For 40 years, everyone running for president has released their tax returns. You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it. We know the IRS has made clear there is no prohibition on releasing it when you’re under audit. So you’ve got to ask yourself, why won’t he release his tax returns? And I think there may be a couple of reasons. First, maybe he’s not as rich as he says he is. Second, maybe he’s not as charitable as he claims to be. Third, we don’t know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks. Or maybe he doesn’t want the American people, all of you watching tonight, to know that he’s paid nothing in federal taxes, because the only years that anybody’s ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn’t pay any federal income tax.",0.07687678,0.4624895,0.39066955,0.62080294,0.7127822,0.3217009,0.7685172,0.67051303
94,TRUMP,That makes me smart.,0.04216247,0.61555785,0.20029442,0.31414655,0.08507892,0.496272,0.028247233,0.68789035
95,CLINTON,"So if he’s paid zero, that means zero for troops, zero for vets, zero for schools or health. And I think probably he’s not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he’s trying to hide. And the financial disclosure statements, they don’t give you the tax rate. They don’t give you all the details that tax returns would. And it just seems to me that this is something that the American people deserve to see. And I have no reason to believe that he’s ever going to release his tax returns, because there’s something he’s hiding. And we’ll guess. We’ll keep guessing at what it might be that he’s hiding. But I think the question is, were he ever to get near the White House, what would be those conflicts? Who does he owe money to? Well, he owes you the answers to that, and he should provide them.",0.06104896,0.41112322,0.6413147,0.66284686,0.6915563,0.17157565,0.5404647,0.5611979
96,CLINTON,"I do. You know, I made a mistake using a private e- mail.",0.02107848,0.76378906,0.67552066,0.46672752,0.10646603,0.7299896,0.092556715,0.7378816
97,TRUMP,That’s for sure.,0.011246625,0.59408754,0.44547683,0.29138586,0.057352178,0.2808293,0.04047755,0.7712349
98,CLINTON,"And if I had to do it over again, I would, obviously, do it differently. But I’m not going to make any excuses. It was a mistake, and I take responsibility for that.",0.018095128,0.8410849,0.7553945,0.09484769,0.1611895,0.703201,0.10951143,0.7163711
99,TRUMP,"That was more than a mistake. That was done purposely. OK? That was not a mistake. That was done purposely. When you have your staff taking the Fifth Amendment, taking the Fifth so they’re not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it’s disgraceful. And believe me, this country thinks it’s—really thinks it’s disgraceful, also. As far as my tax returns, you don’t learn that much from tax returns. That I can tell you. You learn a lot from financial disclosure. And you should go down and take a look at that. The other thing, I’m extremely underleveraged. The report that said $650—which, by the way, a lot of friends of mine that know my business say, boy, that’s really not a lot of money. It’s not a lot of money relative to what I had. The buildings that were in question, they said in the same report, which was—actually, it wasn’t even a bad story, to be honest with you, but the buildings are worth $3.9 billion. And the $650 isn’t even on that. But it’s not $650. It’s much less than that. But I could give you a list of banks, I would—if that would help you, I would give you a list of banks. These are very fine institutions, very fine banks. I could do that very quickly. I am very underleveraged. I have a great company. I have a tremendous income. And the reason I say that is not in a braggadocios way. It’s because it’s about time that this country had somebody running it that has an idea about money. When we have $20 trillion in debt, and our country’s a mess, you know, it’s one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything’s in great shape, our airports. Our airports are like from a third world country. You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible—you come in from China, you see these incredible airports, and you land—we’ve become a third world country. So the worst of all things has happened. We owe $20 trillion, and we’re a mess. We haven’t even started. And we’ve spent $6 trillion in the Middle East, according to a report that I just saw. Whether it’s 6 or 5, but it looks like it’s 6, $6 trillion in the Middle East, we could have rebuilt our country twice. And it’s really a shame. And it’s politicians like Secretary Clinton that have caused this problem. Our country has tremendous problems. We’re a debtor nation. We’re a serious debtor nation. And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals. And we don’t have the money, because it’s been squandered on so many of your ideas.",0.18554166,0.669544,0.7761276,0.45441046,0.8635228,0.72030276,0.7845626,0.7972173
100,CLINTON,And maybe because you haven’t paid any federal income tax for a lot of years. And the other thing I think is important…,0.009550206,0.29001275,0.423297,0.5448541,0.1611895,0.5223875,0.106522456,0.618977
101,TRUMP,"It would be squandered, too, believe me.",0.11316007,0.4717001,0.45045376,0.050528422,0.050319668,0.31707925,0.045988884,0.56871057
102,CLINTON,"… is if your—if your main claim to be president of the United States is your business, then I think we should talk about that. You know, your campaign manager said that you built a lot of businesses on the backs of little guys. And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. I’ve met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It’s a beautiful facility. It immediately was put to use. And you wouldn’t pay what the man needed to be paid, what he was charging you to do…",0.15932569,0.8823012,0.8031105,0.5423189,0.7679777,0.7600821,0.6335903,0.7904773
103,TRUMP,Maybe he didn’t do a good job and I was unsatisfied with his work…,0.06817148,0.67304623,0.5053742,0.63940567,0.1509712,0.70654076,0.03689402,0.63488114
104,CLINTON,"Well, to…",0.014765122,0.49928698,0.37545913,0.6282275,0.08641282,0.496272,0.028247233,0.69107187
105,TRUMP,"Which our country should do, too.",0.0126288915,0.680065,0.5723696,0.08269084,0.039089337,0.12878054,0.0624929,0.7793784
106,CLINTON,"Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them? I can only say that I’m certainly relieved that my late father never did business with you. He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides. And when we talk about your business, you’ve taken business bankruptcy six times. There are a lot of great businesspeople that have never taken bankruptcy once. You call yourself the King of Debt. You talk about leverage. You even at one time suggested that you would try to negotiate down the national debt of the United States.",0.10609736,0.8766467,0.84372425,0.7740973,0.8229677,0.7266118,0.72444373,0.8437401
107,TRUMP,Wrong. Wrong.,0.038991302,0.6198689,0.34489664,0.51704997,0.11220652,0.4713463,0.04413355,0.65025157
108,CLINTON,"Well, sometimes there’s not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.",0.023788974,0.23565333,0.2707453,0.27203026,0.2600025,0.08413648,0.22909802,0.63947254
109,CLINTON,And we need to be very clear about that.,0.011686437,0.65557843,0.50038034,0.33050102,0.029496768,0.17498808,0.059484657,0.8253623
110,TRUMP,"So, yeah, I think—I do think it’s time. Look, it’s all words, it’s all sound bites. I built an unbelievable company. Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places. It’s an unbelievable company. But on occasion, four times, we used certain laws that are there. And when Secretary Clinton talks about people that didn’t get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation. Now, if you want to change the laws, you’ve been there a long time, change the laws. But I take advantage of the laws of the nation because I’m running a company. My obligation right now is to do well for myself, my family, my employees, for my companies. And that’s what I do. But what she doesn’t say is that tens of thousands of people that are unbelievably happy and that love me. I’ll give you an example. We’re just opening up on Pennsylvania Avenue right next to the White House, so if I don’t get there one way, I’m going to get to Pennsylvania Avenue another. But we’re opening the Old Post Office. Under budget, ahead of schedule, saved tremendous money. I’m a year ahead of schedule. And that’s what this country should be doing. We build roads and they cost two and three and four times what they’re supposed to cost. We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don’t have people that know what they’re doing. When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy. The Trump International is way under budget and way ahead of schedule. And we should be able to do that for our country.",0.14950264,0.8724847,0.80750686,0.584078,0.8324951,0.7869923,0.83223706,0.87416404
111,CLINTON,"Well, you’re right. Race remains a significant challenge in our country. Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they’re treated in the criminal justice system. We’ve just seen those two tragic examples in both Tulsa and Charlotte. And we’ve got to do several things at the same time. We have to restore trust between communities and the police. We have to work to make sure that our police are using the best training, the best techniques, that they’re well prepared to use force only when necessary. Everyone should be respected by the law, and everyone should respect the law. Right now, that’s not the case in a lot of our neighborhoods. So I have, ever since the first day of my campaign, called for criminal justice reform. I’ve laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system. But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform. So we have to bring communities together in order to begin working on that as a mutual goal. And we’ve got to get guns out of the hands of people who should not have them. The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together. So we have to do two things, as I said. We have to restore trust. We have to work with the police. We have to make sure they respect the communities and the communities respect them. And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we’re seeing today.",0.11212669,0.9204601,0.8844261,0.630088,0.88293505,0.44040793,0.88065386,0.88168186
112,TRUMP,"Well, first of all, Secretary Clinton doesn’t want to use a couple of words, and that’s law and order. And we need law and order. If we don’t have it, we’re not going to have a country. And when I look at what’s going on in Charlotte, a city I love, a city where I have investments, when I look at what’s going on throughout various parts of our country, whether it’s—I mean, I can just keep naming them all day long—we need law and order in our country. I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just—just came in. We have endorsements from, I think, almost every police group, very—I mean, a large percentage of them in the United States. We have a situation where we have our inner cities, African- Americans, Hispanics are living in hell because it’s so dangerous. You walk down the street, you get shot. In Chicago, they’ve had thousands of shootings, thousands since January 1st. Thousands of shootings. And I’m saying, where is this? Is this a war-torn country? What are we doing? And we have to stop the violence. We have to bring back law and order. In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over—almost 4,000 people in Chicago have been killed. We have to bring back law and order. Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York. It brought the crime rate way down. But you take the gun away from criminals that shouldn’t be having it. We have gangs roaming the street. And in many cases, they’re illegally here, illegal immigrants. And they have guns. And they shoot people. And we have to be very strong. And we have to be very vigilant. We have to be—we have to know what we’re doing. Right now, our police, in many cases, are afraid to do anything. We have to protect our inner cities, because African-American communities are being decimated by crime, decimated.",0.11078331,0.8688271,0.89304954,0.72008425,0.8809021,0.6616922,0.8594275,0.8605267
113,TRUMP,"No, you’re wrong. It went before a judge, who was a very against-police judge. It was taken away from her. And our mayor, our new mayor, refused to go forward with the case. They would have won an appeal. If you look at it, throughout the country, there are many places where it’s allowed.",0.02107848,0.701217,0.6789799,0.37026033,0.6394685,0.41028914,0.66199046,0.71787465
114,TRUMP,"No, the argument is that we have to take the guns away from these people that have them and that are bad people that shouldn’t have them. These are felons. These are people that are bad people that shouldn’t be—when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk. You need more police. You need a better community, you know, relation. You don’t have good community relations in Chicago. It’s terrible. I have property there. It’s terrible what’s going on in Chicago. But when you look—and Chicago’s not the only—you go to Ferguson, you go to so many different places. You need better relationships. I agree with Secretary Clinton on this. You need better relationships between the communities and the police, because in some cases, it’s not good. But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently. So there’s some bad things going on. Some really bad things.",0.2854869,0.8001441,0.8770091,0.677946,0.8788595,0.4713463,0.86078155,0.8204856
115,TRUMP,"But we need—Lester, we need law and order. And we need law and order in the inner cities, because the people that are most affected by what’s happening are African-American and Hispanic people. And it’s very unfair to them what our politicians are allowing to happen.",0.1460314,0.7189549,0.89976674,0.6282275,0.30056682,0.21650116,0.5053132,0.80632913
116,CLINTON,"Well, I’ve heard—I’ve heard Donald say this at his rallies, and it’s really unfortunate that he paints such a dire negative picture of black communities in our country.",0.31686464,0.87456393,0.83146703,0.584078,0.17153801,0.62677956,0.3028207,0.7510267
117,TRUMP,Ugh.,0.031684756,0.7047565,0.5419373,0.49897632,0.140886,0.5553158,0.057501856,0.7141184
118,CLINTON,"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. There’s a lot that we should be proud of and we should be supporting and lifting up. But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do. Now, I believe in community policing. And, in fact, violent crime is one-half of what it was in 1991. Property crime is down 40 percent. We just don’t want to see it creep back up. We’ve had 25 years of very good cooperation. But there were some problems, some unintended consequences. Too many young African-American and Latino men ended up in jail for nonviolent offenses. And it’s just a fact that if you’re a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So we’ve got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say—we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little. We need to have more second chance programs. I’m glad that we’re ending private prisons in the federal system; I want to see them ended in the state system. You shouldn’t have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this. And I believe strongly that commonsense gun safety measures would assist us. Right now—and this is something Donald has supported, along with the gun lobby—right now, we’ve got too many military-style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm. And we finally need to pass a prohibition on anyone who’s on the terrorist watch list from being able to buy a gun in our country. If you’re too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.",0.23739935,0.86761093,0.8645368,0.51704997,0.8993223,0.6576112,0.8763513,0.8501869
119,CLINTON,"Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. I’ve met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it’s an issue. They’ve got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street. They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.",0.04315203,0.9362072,0.8889399,0.5877885,0.83441734,0.7087508,0.86078155,0.86262506
120,TRUMP,I’d like to respond to that.,0.013005874,0.7762677,0.470526,0.61155427,0.062164437,0.49044213,0.052624613,0.840306
121,TRUMP,"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no-fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I’m very proud of. These are very, very good people, and they’re protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn’t be on there, we’ll help them, we’ll help them legally, we’ll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that’s a term that I think was a—it’s—it’s been horribly met, as you know. I think you’ve apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you’re talking about taking guns away. Well, I’m talking about taking guns away from gangs and people that use them. And I don’t think—I really don’t think you disagree with me on this, if you want to know the truth. I think maybe there’s a political reason why you can’t say it, but I really don’t believe—in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It’s hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and-frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.",0.032156147,0.8916901,0.8703608,0.8057572,0.8839479,0.64410317,0.8763513,0.88505995
122,CLINTON,"Well, it’s also fair to say, if we’re going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is…",0.06896287,0.4624895,0.50038034,0.61802447,0.41216114,0.17498808,0.4284117,0.79194117
123,TRUMP,"No, you’re wrong. You’re wrong.",0.19599396,0.6520952,0.42085356,0.15272859,0.057352178,0.30333814,0.02164699,0.57437617
124,CLINTON,"No, I’m not.",0.011246625,0.659063,0.33486533,0.41464335,0.065840356,0.5851047,0.02004027,0.63488114
125,TRUMP,Murders are up. All right. You check it.,0.25462922,0.26038522,0.23711215,0.6198765,0.08641282,0.28529313,0.09369614,0.49380696
126,CLINTON,"New York—New York has done an excellent job. And I give credit—I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But let’s also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",0.06579731,0.94544894,0.8844261,0.70751685,0.8324951,0.574015,0.8838378,0.93950886
127,TRUMP,"I’d like to just respond, if I might.",0.016587202,0.76378906,0.36009043,0.6506334,0.06338342,0.5993944,0.051662933,0.8283206
128,TRUMP,I’d just like to respond.,0.0131943645,0.7563304,0.41598007,0.57419246,0.059745956,0.5608956,0.045988884,0.81458116
129,TRUMP,"I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I’ll see you in four years. The African-American community—because—look, the community within the inner cities has been so badly treated. They’ve been abused and used in order to get votes by Democrat politicians, because that’s what it is. They’ve controlled these communities for up to 100 years.",0.20149297,0.8688271,0.8441454,0.47910172,0.37431005,0.7177893,0.40820757,0.55187017
130,CLINTON,"Well, I—I do think…",0.015016444,0.7189549,0.46045768,0.59646475,0.10361524,0.6521894,0.026570914,0.7504528
131,TRUMP,"And I will tell you, you look at the inner cities—and I just left Detroit, and I just left Philadelphia, and I just—you know, you’ve seen me, I’ve been all over the place. You decided to stay home, and that’s OK. But I will tell you, I’ve been all over. And I’ve met some of the greatest people I’ll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.",0.030741978,0.93351465,0.8350664,0.6590835,0.44077942,0.85636276,0.48882627,0.8545619
132,CLINTON,"I think—I think—I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that’s a good thing.",0.02779579,0.87811905,0.38564745,0.48220488,0.20350432,0.6809121,0.269023,0.84503794
133,TRUMP,"I’ll tell you very—well, just very simple to say. Sidney Blumenthal works for the campaign and close—very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to—during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out. And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didn’t fail. I got him to give the birth certificate. So I’m satisfied with it. And I’ll tell you why I’m satisfied with it.",0.103928015,0.9020452,0.5549068,0.5473918,0.79794455,0.79409754,0.8039515,0.8823597
134,TRUMP,"Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.",0.08637348,0.8863722,0.6497981,0.46364117,0.09045299,0.6427608,0.33560205,0.87776595
135,TRUMP,Yeah.,0.011812098,0.67304623,0.49291897,0.5952238,0.17501675,0.5296206,0.07494016,0.7567776
136,TRUMP,"Well, nobody was pressing it, nobody was caring much about it. I figured you’d ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know—now, everybody in mainstream is going to say, oh, that’s not true. Look, it’s true. Sidney Blumenthal sent a reporter—you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can’t bring back jobs, she can’t produce.",0.123468354,0.75881344,0.42085356,0.66284686,0.6192838,0.5040907,0.50886357,0.7898918
137,TRUMP,"Well, it was very—I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that I’ve developed very, very good relationships over the last little while with the African-American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.",0.10783285,0.89001894,0.7064869,0.46981502,0.55176926,0.8005762,0.65615064,0.88590014
138,CLINTON,"Well, just listen to what you heard. And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can’t be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump’s best efforts to bring him down.",0.37751234,0.8827942,0.7615382,0.44521314,0.83043253,0.73932165,0.74959785,0.7954574
139,TRUMP,"I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn’t work that way. You were after him, you were trying to—you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don’t think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn’t work. It really doesn’t. Now, as far as the lawsuit, yes, when I was very young, I went into my father’s company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country—it was a federal lawsuit—were sued. We settled the suit with zero—with no admission of guilt. It was very easy to do. But they sued many people. I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don’t do on you. Maybe I’m trying to save the money. But, frankly, I look—I look at that, and I say, isn’t that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it’s just one of those things. I’ll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African-Americans, against Muslims, against anybody. And it’s a tremendously successful club. And I’m so glad I did it. And I have been given great credit for what I did. And I’m very, very proud of it. And that’s the way I feel. That is the true way I feel.",0.23235008,0.90902805,0.84128976,0.71370816,0.85609144,0.8788857,0.7483027,0.87157756
140,CLINTON,"Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we’re facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they then can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There’s no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald’s very praiseworthy of Vladimir Putin, but Putin is playing a really… …tough, long game here. And one of the things he’s done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear—whether it’s Russia, China, Iran or anybody else—the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information. And we’re going to have to make it clear that we don’t want to use the kinds of tools that we have. We don’t want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think they’ve been treating it as almost a probing, how far would we go, how much would we do. And that’s why I was so—I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It’s one of the reasons why 50 national security officials who served in Republican information—in administrations…",0.11171334,0.68710047,0.7674207,0.6496964,0.7862991,0.10391455,0.7547452,0.77007395
141,CLINTON,… have said that Donald is unfit to be the commander- in-chief. It’s comments like that that really worry people who understand the threats that we face.,0.11181668,0.60695565,0.40077096,0.39292225,0.19985782,0.09497907,0.17781144,0.5819706
142,TRUMP,"I do want to say that I was just endorsed—and more are coming next week—it will be over 200 admirals, many of them here—admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I’m very proud of it. In addition, I was just endorsed by ICE. They’ve never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed—16,500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, I’ll take the admirals and I’ll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we’re in. Look at the mess that we’re in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we’re not. I don’t think anybody knows it was Russia that broke into the DNC. She’s saying Russia, Russia, Russia, but I don’t—maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK? You don’t know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That’s what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we don’t know, because the truth is, under President Obama we’ve lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they’re beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is—it is a huge problem. I have a son. He’s 10 years old. He has computers. He is so good with these computers, it’s unbelievable. The security aspect of cyber is very, very tough. And maybe it’s hardly doable. But I will say, we are not doing the job we should be doing. But that’s true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.",0.08004235,0.9221908,0.79192644,0.7928215,0.8135543,0.7047769,0.76227844,0.9045151
143,CLINTON,"Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We’re making progress. Our military is assisting in Iraq. And we’re hoping that within the year we’ll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they’ve had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we’ve got to defeat ISIS, and we’ve got to do everything we can to disrupt their propaganda efforts online.",0.15435068,0.8879782,0.8323263,0.6060231,0.71241796,0.55161005,0.7967292,0.8796428
144,TRUMP,"Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. “We will take out ISIS.” Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out—what, they shouldn’t have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She’s been doing it a long time. She’s been trying to take them out for a long time. But they wouldn’t have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn’t have had them. Or, as I’ve been saying for a long time, and I think you’ll agree, because I said it to you once, had we taken the oil—and we should have taken the oil—ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil—a lot of the oil in Libya, which was another one of her disasters.",0.18649188,0.86373127,0.66518486,0.7238193,0.7862991,0.3833935,0.6539561,0.81812304
145,CLINTON,"Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.",0.11129999,0.5896652,0.18324682,0.09259545,0.06832278,0.24585372,0.10297144,0.67208445000000006
146,TRUMP,Wrong.,0.023788974,0.59408754,0.33486533,0.5015497,0.18907832,0.4447776,0.07387768,0.7022567
147,CLINTON,That is absolutely proved over and over again.,0.012754552,0.2645952,0.19173165,0.15272859,0.04462844,0.10088148,0.05456208,0.6225339
